title,total_sales,na_sales,pal_sales,other_sales,console,genre,publisher,developer,release_date
NASCAR Thunder 2004,1.31,0.71,0.45999999999999996,0.14000000000000012,"PC, PS, PS2, XB",Racing,EA Sports,EA Tiburon,2003-09-16
Rugrats Studio Tour,1.31,0.57,0.67,0.07000000000000006,PS,Adventure,THQ,n-Space,1999-11-10
IHRA Drag Racing 2,1.31,0.64,0.5,0.16999999999999993,PS2,Racing,Bethesda Softworks,Bethesda Softworks,2002-12-09
Street Hoops,1.31,0.75,0.43,0.13000000000000012,"GC, PS2, XB",Sports,Activision,Black Ops Entertainment,2002-08-12
Farming Simulator 17,1.31,0.4332283464566929,0.7323622047244094,0.14440944881889767,"NS, PC, PS4, XOne",Simulation,Focus Home Interactive,Giants Software,2016-10-24
Pitfall II: Lost Caverns,1.31,1.22,0.07,0.020000000000000018,"2600, 5200, CV, PC",Platform,Activision,Activision,1983-09-16
Yu-Gi-Oh! The Sacred Cards,1.3,0.94,0.35,0.010000000000000009,GBA,Role-Playing,Konami,Konami,2003-11-04
SingStar '80s,1.3,0.27,0.02,1.01,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,2007-09-18
The Walking Dead: Survival Instinct,1.3,0.8200000000000001,0.31,0.16999999999999993,"PC, PS3, WiiU, X360",Shooter,Activision,Terminal Reality,2013-03-19
Digimon World,1.3,0.56,0.38,0.36000000000000004,PS,Role-Playing,Bandai,Bandai,2000-05-23
Need for Speed: Shift 2 Unleashed,1.3,0.43,0.6799999999999999,0.19000000000000017,"PC, PS3, X360",Racing,Electronic Arts,Slightly Mad Studios,2011-03-29
Major League Baseball 2K9,1.3,1.2133333333333334,0.06499999999999999,0.021666666666666664,"PC, PS2, PS3, PSN, PSP, Wii, X360",Sports,2K Sports,Visual Concepts,2009-03-03
Test Drive 5,1.3,1.05,0.2,0.050000000000000044,"PC, PS",Racing,Accolade,Pitbull Syndicate,1998-09-30
The Lego Ninjago Movie Videogame,1.3,0.58,0.56,0.15999999999999992,"NS, PC, PS4, XOne",Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2017-09-22
ATV: Quad Power Racing,1.3,0.76,0.46,0.08000000000000007,"GBA, PS",Racing,Acclaim Entertainment,Climax Group,2000-08-23
Rampage World Tour,1.3,0.83,0.4,0.07000000000000006,"GB, N64, PC, PS, PSN, SAT",Action,Midway Games,Game Refuge,1997-01-01
ESPN NHL 2K5,1.3,0.75,0.42000000000000004,0.13000000000000012,"PS2, XB",Sports,Sega,Kush Games,2004-08-30
LEGO Battles,1.29,0.79,0.38,0.1200000000000001,DS,Strategy,Warner Bros. Interactive,Hellbent Games,2009-06-10
Starsky & Hutch,1.29,0.72,0.43,0.14000000000000012,"GBA, GC, PC, PS2, XB",Racing,Gotham Games,Minds-Eye Productions,2003-09-09
The Last Guardian,1.29,0.39692307692307693,0.5755384615384614,0.31753846153846155,PS4,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio,2016-12-06
Pirates of the Caribbean: The Curse of the Black Pearl,1.29,0.93,0.34,0.020000000000000018,GBA,Platform,TDK Mediactive,Pocket Studios,2003-07-01
EyePet,1.29,0.41578512396694217,0.7356198347107439,0.13859504132231407,"PS3, PSP",Simulation,Sony Computer Entertainment,SCEE London Studio,2010-09-17
Mortal Kombat: Armageddon,1.29,1.07,0.06,0.15999999999999992,"PS2, Wii, XB",Fighting,Midway Games,Midway Games,2006-10-09
MLB 06: The Show,1.29,1.1,0.03,0.15999999999999992,"PS2, PSP",Sports,Sony Computer Entertainment,SCEA San Diego Studios,2006-02-28
Transformers,1.29,0.63,0.49,0.16999999999999993,PS2,Shooter,Atari,Melbourne House,2004-05-11
Gold's Gym: Cardio Workout,1.29,1.1,0.04,0.15,Wii,Sports,Ubisoft,Rocket Company,2009-03-25
Mega Man Battle Network 3 Blue / White Version,1.29,0.39,0.02,0.88,GBA,Role-Playing,Capcom,Capcom,2003-06-24
Midnight Club 3: DUB Edition (America weekly sales),1.29,1.22,0.05,0.020000000000000018,PS2,Racing,Rockstar Games,Rockstar San Diego,2005-04-11
Goldeneye 007: Reloaded,1.28,0.5800000000000001,0.53,0.16999999999999993,"PS3, X360",Shooter,Activision,Eurocom,2011-11-01
Twisted Metal 4,1.28,1.07,0.16,0.050000000000000044,PS,Racing,989 Studios,989 Studios,1999-10-31
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,1.28,0.82,0.38,0.08000000000000007,"GBA, GC, PS2",Adventure,THQ,Tantalus Interactive,2004-09-13
Champions of Norrath,1.28,0.63,0.49,0.15999999999999992,PS2,Role-Playing,Sony Online Entertainment,Snowblind Studios,2004-02-10
Army Men 3D,1.28,1.1,0.14,0.039999999999999813,PS,Action,3DO,3DO,1999-02-28
Dragon Ball: Raging Blast,1.28,0.7357480314960629,0.27212598425196854,0.27212598425196854,"PS3, X360",Fighting,Namco Bandai,Spike,2009-11-10
Imagine: Wedding Designer,1.28,0.55,0.59,0.1399999999999999,DS,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,2008-11-04
MLB 14 The Show,1.28,1.03,0.16779964354807642,0.08220035645192358,"PS3, PS4, PSV",Sports,Sony Computer Entertainment,SCE San Diego Studio,2014-04-01
NHL 12,1.2799999999999998,0.91,0.26,0.10999999999999988,"PS3, X360",Sports,EA Sports,EA Canada,2011-09-13
Battle Arena Toshinden,1.27,0.3930952380952381,0.26206349206349205,0.6148412698412699,"GB, PC, PS",Fighting,Sony Computer Entertainment,Tamsoft,1995-09-09
How to Train Your Dragon,1.27,0.77,0.37,0.1299999999999999,"DS, PS3, Wii, X360",Action,Activision,Griptonite Games,2010-03-23
Marvel Super Hero Squad,1.27,0.97,0.18,0.1200000000000001,"DS, PS2, PSN, PSP, Wii",Adventure,THQ,Halfbrick Studios,2009-10-20
Jet Li: Rise to Honor,1.27,0.62,0.48,0.16999999999999993,PS2,Action,Sony Computer Entertainment,Sony Computer Entertainment America,2004-02-17
Road Rash,1.27,0.71,0.48,0.08000000000000007,"3DO, GB, GEN, GG, MS, PS, SAT, SCD",Racing,Electronic Arts,Advanced Technology Group,1989-01-01
The Sims 2: Nightlife,1.27,1.22,0.05,0.0,PC,Simulation,Electronic Arts,Maxis,2005-09-13
.hack//Infection Part 1,1.27,0.4938888888888889,0.38301587301587303,0.3930952380952381,PS2,Role-Playing,Bandai,CyberConnect2,2003-02-11
Jillian Michaels' Fitness Ultimatum 2009,1.27,0.96,0.2,0.1100000000000001,Wii,Sports,Majesco,3G Studios,2008-10-21
Warriors Orochi,1.27,0.3048,0.1016,0.8636000000000001,"PC, PS2, PSN, PSP, Series, X360",Action,KOEI,Omega Force,2007-09-18
NHL 2003,1.27,0.71,0.43,0.13000000000000012,"GC, PC, PS2, XB",Sports,EA Sports,EA Canada,2002-09-30
Atlantis,1.27,1.18,0.08,0.010000000000000009,"2600, Int, Series",Shooter,Imagic,Imagic,1982-01-01
Castlevania: Symphony of the Night,1.27,0.58,0.4,0.29,"And, PS, XBL, iOS",Platform,Konami,Konami Computer Entertainment Tokyo,1997-10-02
NCAA March Madness 2004,1.27,0.6799999999999999,0.44,0.15000000000000013,"PS2, XB",Sports,EA Sports,NuFX,2003-11-17
Assassin's Creed: Bloodlines,1.26,0.43,0.5,0.33,"PSN, PSP",Action,Ubisoft,Griptonite Studio,2009-11-17
Star Wars Battlefront: Elite Squadron,1.26,0.8,0.27999999999999997,0.17999999999999994,"DS, PSN, PSP",Shooter,LucasArts,Savage Entertainment,2009-11-03
Brian Lara Cricket,1.26,0.02,1.13,0.11,"GEN, PS",Sports,Codemasters,Codemasters,1995-01-01
Pro Evolution Soccer 2017,1.26,0.2235483870967742,0.6503225806451614,0.38612903225806455,"PC, PS3, PS4, X360, XOne",Sports,Konami Digital Entertainment,PES Productions,2016-09-13
Devil Dice,1.26,0.05,0.03,1.1800000000000002,PS,Puzzle,THQ,Shift,1998-06-30
DmC Devil May Cry,1.26,0.5059842519685039,0.41669291338582676,0.3373228346456693,"PC, PS3, X360",Action,Capcom,Ninja Theory,2013-01-15
SOCOM: U.S. Navy SEALs Confrontation,1.26,0.9325984251968505,0.16866141732283468,0.158740157480315,"PS3, PSN",Shooter,Sony Computer Entertainment,Slant Six Games,2008-10-14
Scooby-Doo! Mystery Mayhem,1.26,0.8099999999999999,0.36,0.09000000000000008,"GBA, GC, PS2, XB",Adventure,THQ,Artificial Mind and Movement,2003-09-10
Dynasty Warriors 6,1.26,0.4725000000000001,0.23100000000000007,0.5565,"PC, PS2, PS3, X360",Action,KOEI,Omega Force,2008-02-19
Football Manager 2011,1.26,0.2038452013745446,1.01,0.04615479862545538,PC,Sports,Sega,Sports Interactive,2010-11-05
SpongeBob SquarePants: The Yellow Avenger,1.26,0.8600000000000001,0.21,0.18999999999999995,"DS, PSN, PSP",Action,THQ,Tantalus Interactive,2005-11-07
Hasbro Family Game Night 3,1.26,0.81,0.34,0.10999999999999988,"PS3, Wii, X360",Misc,Electronic Arts,EA Bright Light,2010-10-26
Grand Theft Auto: The Trilogy,1.2599999999999998,0.06,0.55,0.6499999999999997,"PC, PS2, PSV, X360, XB",Adventure,Rockstar Games,Rockstar North,2005-10-19
Peppa Pig: The Game,1.25,0.08153808054981773,1.1500000000000001,0.018461919450182128,"DS, Wii",Misc,Pinnacle,Asylum Entertainment,2008-11-28
Combat,1.25,1.17,0.07,0.010000000000000009,"2600, PC",Action,Atari,Atari,1977-01-01
Need for Speed: Porsche Unleashed,1.25,0.78,0.42,0.050000000000000044,"GBA, PC, PS",Racing,Electronic Arts,Eden Studios,2000-02-29
Tactics Ogre: Let Us Cling Together,1.25,0.15,0.07,1.03,"PSN, PSP, SAT, SNES, VC",Role-Playing,Quest,Quest Corporation,1995-10-06
RollerCoaster Tycoon 2,1.25,1.19,0.06,0.0,PC,Strategy,Atari,Chris Sawyer,2002-10-15
Dragon Ball: Daimaou Fukkatsu,1.25,0.0,0.0,1.25,NES,Role-Playing,Bandai,TOSE,1988-08-12
Winter Sports: The Ultimate Challenge,1.25,0.45,0.68,0.11999999999999988,Wii,Sports,Conspiracy Entertainment,49Games,2007-12-11
NHL 2004,1.25,0.6799999999999999,0.43,0.14000000000000012,"GC, PC, PS2, XB",Sports,EA Sports,EA Black Box,2003-09-22
Reel Fishing,1.25,0.982142857142857,0.12896825396825395,0.13888888888888887,"PS, PSN",Sports,Natsume,Pack-In Video,1998-03-31
Road Rash 3D,1.25,1.05,0.16,0.040000000000000036,PS,Racing,Electronic Arts,Electronic Arts,1998-05-31
Gegege no Kitarou 2: Youkai Gundan no Chousen,1.25,0.0,0.0,1.25,NES,Role-Playing,Bandai,Bandai,1987-12-22
Lara Croft Tomb Raider: The Angel of Darkness,1.25,0.61,0.48,0.16000000000000014,"PC, PS2",Action,Eidos Interactive,Core Design Ltd.,2003-06-20
MVP Baseball 2003,1.24,0.66,0.44,0.1399999999999999,"PC, PS2, XB",Sports,EA Sports,EA Sports,2003-03-10
Oddworld: Abe's Oddysee,1.24,0.75,0.44,0.050000000000000044,"GB, PC, PS, PSN",Platform,GT Interactive,Oddworld Inhabitants,1997-08-31
Spider-Man: Web of Shadows,1.24,0.97,0.17,0.10000000000000009,"DS, PC, PS2, PS3, Wii, X360",Action,Activision,Shaba Games / Treyarch,2008-10-21
Ridge Racer V,1.24,0.24,0.19,0.81,PS2,Racing,Namco,Namco,2000-10-25
Resident Evil: Revelations 2,1.24,0.3791735537190083,0.3894214876033058,0.47140495867768595,"NS, PC, PS3, PS4, PSV, X360, XOne",Action,Capcom,Capcom,2015-02-24
Transformers: Autobots / Decepticons,1.24,1.12,0.03,0.08999999999999986,DS,Action,Activision,Vicarious Visions,2007-06-19
Burnout 2: Point of Impact,1.24,0.72,0.4,0.11999999999999988,"GC, PS2, XB",Racing,Acclaim Entertainment,Criterion Games,2002-09-30
Dragon Quest Builders: Revive Alefgard,1.24,0.2908641975308642,0.3674074074074074,0.5817283950617284,"NS, PS3, PS4, PSV",Role-Playing,Square Enix,Square Enix,2016-01-28
Rapala Pro Bass Fishing 2010,1.24,0.93,0.19,0.11999999999999988,"DS, PS2, PS3, PSN, PSP, Wii, X360",Sports,Activision,FUN Labs,2010-09-28
Major League Baseball 2K8,1.24,1.1437931034482758,0.06413793103448275,0.03206896551724137,"PS2, PS3, PSP, Wii, X360",Sports,2K Sports,Kush Games,2008-03-03
James Bond 007: Blood Stone,1.24,0.44,0.61,0.19,"DS, PC, PS3, X360",Action,Activision,Bizarre Creations,2010-11-02
Top Spin 4,1.24,0.36,0.7000000000000001,0.17999999999999994,"PS3, Wii, X360",Sports,2K Sports,2K Czech,2011-03-15
Spongebob Squarepants: Battle for Bikini Bottom,1.23,0.88,0.33,0.020000000000000018,GBA,Platform,THQ,Vicarious Visions,2003-10-31
Tom Clancy's Splinter Cell: Double Agent,1.23,1.0617948717948718,0.0946153846153846,0.07358974358974357,"GC, PC, PS2, PS3, Wii, X360, XB",Action,Ubisoft,Ubisoft Shanghai,2006-10-17
Donkey Kong Country 2,1.23,0.7964754098360656,0.2722131147540984,0.16131147540983606,GBA,Platform,Nintendo,Rare Ltd.,2004-11-15
Ace Combat: Assault Horizon,1.23,0.5951612903225806,0.277741935483871,0.3570967741935484,"3DS, PS3, X360",Action,Namco Bandai,Project ACES,2011-10-11
Wolfenstein,1.23,0.54,0.52,0.16999999999999993,"PC, PS3, Series, X360",Shooter,Activision,Raven Software,1981-09-01
TNA iMPACT!,1.23,0.72,0.27999999999999997,0.22999999999999998,"PS2, PS3, Wii, X360",Fighting,Midway Games,Midway Studios Los Angeles,2008-09-09
Frogger: The Great Quest,1.23,0.6,0.47,0.16000000000000014,PS2,Platform,Konami,Konami,2001-11-18
NHL 10,1.23,0.89,0.22,0.11999999999999988,"PC, PS3, X360",Sports,EA Sports,EA Canada,2009-09-15
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,1.23,0.69,0.47,0.07000000000000006,PS,Misc,Sony Computer Entertainment,Various,2003-04-15
NBA Live 10,1.23,1.087685950413223,0.05082644628099173,0.0914876033057851,"PS3, PSN, PSP, X360",Sports,EA Sports,EA Canada,2009-10-06
Spider-Man: Shattered Dimensions,1.23,0.79,0.32,0.11999999999999988,"DS, PS3, Wii, X360",Action,Activision,Beenox Studios,2010-09-07
London 2012: The Official Video Game of the Olympic Games,1.23,0.13,0.9299999999999999,0.16999999999999993,"PC, PS3, X360",Sports,Sega,Sega Studios Australia,2012-06-26
Parfait: Chocolat Second Style,1.22,0.5948760330578512,0.46380165289256203,0.16132231404958677,PS2,Adventure,Alchemist,Alchemist,2006-06-29
Intelligent Qube,1.22,0.13,0.07,1.02,PS,Puzzle,Sony Computer Entertainment,Sony Computer Entertainment,1997-09-30
Avatar: The Last Airbender,1.22,1.02,0.13,0.07000000000000006,"DS, GBA, GC, PC, PS2, PSN, PSP, Wii, XB",Adventure,THQ,AWE Games,2006-10-10
ESPN College Hoops 2K5,1.22,0.7,0.4,0.11999999999999988,"PS2, XB",Sports,Sega,Visual Concepts,2004-11-17
Pac-Man,1.22,0.27,0.08,0.87,"2600, 3DS, 5200, And, Arc, C64, FDS, GB, GBA, GG, Int, MSX, NES, PC, VC, XBL",Puzzle,Namco,Namco,1980-10-01
Need for Speed: Nitro,1.21,0.66,0.43,0.11999999999999988,"DS, Wii",Racing,Electronic Arts,EA Montreal,2009-11-02
Wipeout 2,1.21,1.13,0.0536958859353845,0.02630411406461557,"3DS, DS, PS3, Wii, X360",Misc,Activision,Endemol,2011-10-11
Star Wars Episode 1: Jedi Power Battles,1.21,0.66,0.48,0.06999999999999999,"DC, PS",Action,LucasArts,LucasArts,2000-03-31
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,1.21,0.87,0.32,0.020000000000000018,GBA,Misc,Majesco,Majesco Games,2007-10-09
True Crime: New York City,1.21,0.9331355932203389,0.11279661016949152,0.1640677966101695,"GC, PC, PS2, XB",Action,Activision,Luxoflux,2005-11-15
Sacred 2: Fallen Angel,1.21,0.51,0.44,0.26,"PC, PS3, X360",Role-Playing,CDV Software Entertainment,Ascaron Entertainment,2008-11-11
Fuzion Frenzy,1.21,0.93,0.24,0.040000000000000036,"XB, XBL",Misc,Microsoft,Blitz Games,2001-11-14
Sly Cooper and the Thievius Raccoonus,1.21,1.03,0.14,0.040000000000000036,PS2,Platform,Sony Computer Entertainment,Sucker Punch,2002-09-23
Test Drive 4,1.21,0.67,0.46,0.07999999999999985,"PC, PS",Racing,Accolade,Pitbull Syndicate,1997-01-01
Alice: Madness Returns,1.21,0.5024576271186441,0.5024576271186441,0.20508474576271188,"PC, PS3, X360",Adventure,Electronic Arts,Spicy Horse,2011-06-14
Frozen: Olaf's Quest,1.2000000000000002,0.53,0.5800000000000001,0.09000000000000008,"3DS, DS",Platform,GameMill Entertainment,1st Playable Productions,2013-11-12
World Soccer Winning Eleven 9 (JP & Others sales),1.2,0.01,0.88,0.30999999999999994,PSP,Sports,Konami,Konami Computer Entertainment Tokyo,2006-02-07
Dragon Ball Z: La Legende Saien,1.2,0.0,0.0,1.2,SNES,Fighting,Bandai,TOSE,1994-01-01
Unreal Tournament III,1.2,0.6327272727272727,0.5018181818181818,0.06545454545454545,"PC, PS3, X360",Shooter,Midway Games,Epic Games,2007-11-19
TwinBee,1.2,0.710637425899059,0.328459461999628,0.1609031121013128,"NES, VC",Shooter,Konami,Konami,1986-01-04
LEGO DC Super-Villains,1.2,0.7,0.36,0.1399999999999999,"NS, PC, PS4, XOne",Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,2018-10-16
Tales of Vesperia,1.2,0.518918918918919,0.29189189189189185,0.3891891891891892,"PS3, X360",Role-Playing,Namco Bandai,Namco Tales Studio,2008-08-26
ATV Offroad Fury 3,1.2,1.0,0.04,0.15999999999999992,PS2,Racing,Sony Computer Entertainment,Climax Group,2004-11-02
Spec Ops: The Line,1.2,0.5473684210526315,0.5368421052631578,0.11578947368421053,"PC, PS3, X360",Shooter,2K Games,Yager Development,2012-06-26
NFL 2K,1.2,1.12,0.05,0.029999999999999805,DC,Sports,Sega,Visual Concepts,1999-09-09
Ganbare Goemon! Karakuri Douchuu,1.2,0.710637425899059,0.328459461999628,0.1609031121013128,"NES, VC",Platform,Konami,Konami,1986-07-30
Naruto Shippuden: Ultimate Ninja Storm Generations,1.19,0.5255833333333333,0.3867499999999999,0.2776666666666666,"PS3, X360",Fighting,Namco Bandai Games,CyberConnect2,2012-03-13
Nuclear Strike,1.19,0.66,0.45,0.07999999999999985,"PC, PS, PSN",Simulation,Electronic Arts,Electronic Arts,1997-08-31
Mario & Sonic at the Rio 2016 Olympic Games,1.19,0.2,0.52,0.4700000000000001,"3DS, WiiU",Sports,Nintendo,Arzest,2016-03-18
Shinobi,1.19,0.5129310344827586,0.359051724137931,0.3180172413793103,"3DS, GG, MS, NES, PCE, PS2, VC, XBL",Action,Sega,Overworks,1988-01-01
Destiny: The Collection,1.19,0.5070434782608696,0.5380869565217392,0.1448695652173913,"PS4, XOne",Shooter,Activision,Bungie,2016-09-19
UFC Personal Trainer: The Ultimate Fitness System,1.19,0.75,0.32,0.11999999999999988,"PS3, Wii, X360",Sports,THQ,THQ,2011-06-28
Metal Gear Solid: Portable Ops,1.19,0.37683333333333335,0.3470833333333333,0.4660833333333333,"PSN, PSP",Action,Konami,Kojima Productions,2006-12-05
NHL 16,1.19,0.79,0.23,0.16999999999999993,"PS3, PS4, X360, XOne",Sports,EA Sports,EA Canada,2015-09-15
Mario & Sonic at the London 2012 Olympic Games,1.19,0.18,0.66,0.35000000000000003,"3DS, Wii",Sports,Sega,Sega,2011-11-15
Dogz,1.19,0.95,0.18000000000000002,0.06000000000000005,"DS, GB, GBA, PC",Simulation,Ubisoft,MTO,1999-12-01
Green Day: Rock Band,1.19,0.65,0.4,0.1399999999999999,"PS3, Wii, X360",Misc,MTV Games,Harmonix Music Systems,2010-06-08
Knockout Kings 2002,1.1800000000000002,0.65,0.41,0.1200000000000001,"PS2, XB",Sports,EA Sports,Black Ops Entertainment,2002-03-04
The Incredibles: Rise of the Underminer,1.18,0.7899999999999999,0.31,0.08000000000000007,"DS, GBA, GC, PC, PS2, XB",Action,THQ,Helixe,2005-10-24
International Superstar Soccer '98,1.18,0.12,0.6,0.45999999999999996,N64,Action,Konami,Konami,1998-09-15
Rock Band Country Track Pack,1.18,0.97,0.12,0.09000000000000008,"PS2, PS3, Wii, X360",Misc,MTV Games,Harmonix Music Systems,2009-07-21
Tom Clancy's HAWX,1.18,0.52,0.44,0.22000000000000003,"PC, PS3, Wii, X360, XBL",Action,Ubisoft,Ubisoft Romania,2009-03-03
MLB SlugFest 20-03,1.18,0.6699999999999999,0.39,0.11999999999999988,"GC, PS2, XB",Sports,Midway Games,Gratuitous Games,2002-06-23
Metal Gear Solid VR Missions,1.18,0.66,0.45,0.06999999999999984,PS,Adventure,Konami,Konami Computer Entertainment Japan,1999-09-24
Pole Position,1.18,1.1,0.07,0.009999999999999787,"2600, 5200, Arc, C64, Int, PC",Racing,Atari,Atari,1982-11-01
Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,1.18,0.6987934688007413,0.32298513763296754,0.15822139356629095,DS,Role-Playing,Level 5,Level 5,2009-10-01
iCarly,1.18,1.09,0.01,0.07999999999999985,"DS, Wii",Adventure,Activision,"Human Soft, Inc.",2009-10-27
Deer Drive,1.18,1.06,0.04,0.07999999999999985,"DS, PC, Wii",Sports,Mastiff,SCS Software,2007-06-26
R.B.I. Baseball 3,1.18,0.10000000000000003,0.7248944601276901,0.3551055398723099,NES,Sports,Tengen,Namco,1991-01-01
Shadow The Hedgehog,1.17,0.89,0.24000000000000002,0.039999999999999813,"GC, PS2, XB",Platform,Sega,Sonic Team,2005-11-15
Sega Rally Championship,1.17,0.22,0.16,0.79,"GBA, NGage, PC, SAT",Racing,Sega,Sega-AM3,1995-12-05
X2: Wolverine's Revenge,1.17,0.69,0.35,0.1299999999999999,"GBA, GC, PC, PS2, XB",Action,Activision,GenePool,2003-04-14
Rage Racer,1.17,0.15864406779661017,0.10906779661016949,0.9022881355932203,PS,Racing,Namco,Namco,1997-04-30
Soviet Strike,1.17,0.65,0.44,0.07999999999999985,"PS, PSN, SAT",Simulation,Electronic Arts,EA Tiburon,1996-10-31
Cool Boarders 4,1.17,0.65,0.44,0.07999999999999985,PS,Sports,989 Studios,Idol Minds Digital Entertainment,1999-01-01
Dora the Explorer: Dora Saves the Mermaids,1.17,1.03,0.060000000000000005,0.07999999999999985,"DS, PS2",Platform,2K Play,Black Lantern Studios,2007-11-05
Top Gun: Combat Zones,1.17,0.64,0.41,0.11999999999999988,"GBA, GC, PC, PS2",Simulation,Titus,Digital Integration,2001-10-21
Burnout,1.17,0.6799999999999999,0.37,0.1200000000000001,"GC, PS2, Series, XB",Racing,Acclaim Entertainment,Criterion Games,2001-11-01
Freekstyle,1.1600000000000001,0.6,0.43,0.13000000000000012,"GBA, GC, PS2",Racing,EA Sports BIG,Page 44 Studios,2002-06-17
Ice Age: Dawn of the Dinosaurs,1.1600000000000001,0.63,0.43000000000000005,0.10000000000000009,"DS, PC, PS2, PS3, Wii, X360",Platform,Activision,Artificial Mind and Movement,2009-06-30
Dragon Ball Z: Ultimate Tenkaichi,1.1600000000000001,0.66,0.28,0.22,"PS3, X360",Fighting,Namco Bandai,Spike,2011-10-25
Tom Clancy's Ghost Recon: Jungle Storm,1.16,0.57,0.44,0.1499999999999999,"NGage, PS2",Shooter,Ubisoft,Red Storm Entertainment,2004-03-16
Warriors Orochi 3,1.16,0.1674226804123711,0.17938144329896905,0.8131958762886597,"NS, PS3, PS4, PSP, PSV, X360, XOne",Action,Tecmo Koei,Omega Force,2012-03-20
Ice Age 2: The Meltdown,1.16,0.78,0.3,0.07999999999999985,"DS, GBA, GC, PC, PS2, Wii, XB",Platform,Vivendi Games,Eurocom Entertainment Software,2006-03-14
Yu-Gi-Oh! The Sacred Cards (American and Others sales),1.16,0.84,0.27,0.050000000000000044,GBA,Role-Playing,Konami,Konami,2003-11-04
Your Shape: Fitness Evolved 2012,1.16,0.7,0.36,0.09999999999999987,X360,Sports,Ubisoft,Ubisoft Montreal,2011-11-08
Spore,1.16,0.03,1.06,0.06999999999999984,PC,Strategy,Electronic Arts,Maxis,2008-09-07
Mass Effect Trilogy,1.16,0.74,0.26,0.15999999999999992,"PC, PS3, X360",Action,Electronic Arts,BioWare,2012-11-06
Test Drive: Off Road,1.16,0.65,0.44,0.06999999999999984,PS,Racing,Accolade,Motivetime,1997-02-28
Thrillville: Off the Rails,1.16,0.8300000000000001,0.21,0.11999999999999988,"DS, PC, PS2, PSN, PSP, Wii, X360",Strategy,LucasArts,Frontier Developments,2007-10-09
EA Sports Active: More Workouts,1.16,0.78,0.28,0.09999999999999987,Wii,Sports,EA Sports,EA Vancouver,2009-11-17
Sunset Overdrive,1.16,0.64,0.42,0.1,"PC, XOne",Action,Microsoft Studios,Insomniac Games,2014-10-28
Bushido Blade,1.16,0.38666666666666666,0.26769230769230773,0.5056410256410256,PS,Fighting,Sony Computer Entertainment,Light Weight,1997-09-30
MLB The Show 17,1.16,0.94,0.14766368632230722,0.07233631367769275,PS4,Sports,Sony Interactive Entertainment,SIE San Diego Studio,2017-03-28
Virtua Tennis 3,1.1500000000000001,0.28245614035087724,0.625438596491228,0.24210526315789474,"PC, PS3, PSP, X360",Sports,Sega,Sega-AM3,2007-03-20
Midway Arcade Treasures 2,1.1500000000000001,0.7,0.34,0.1100000000000001,"GC, PS2, XB",Misc,Midway Games,Backbone Entertainment,2004-10-11
Dragon Quest VIII: Journey of the Cursed King,1.15,0.14,0.11,0.9,"3DS, PS2",Role-Playing,Nintendo,Level 5 / Armor Project,2005-11-15
The Crew 2,1.15,0.43513513513513513,0.5387387387387387,0.17612612612612608,"PC, PS4, XOne",Racing,Ubisoft,Ivory Tower,2018-06-29
Derby Stallion III,1.15,0.0,0.0,1.15,SNES,Sports,ASCII Entertainment,ASCII Entertainment,1995-01-20
Kaboom!,1.15,1.07,0.07,0.009999999999999787,"2600, 5200",Action,Activision,Activision,1981-01-01
Lollipop Chainsaw,1.15,0.575,0.327155172413793,0.24784482758620685,"PS3, X360",Action,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,2012-06-12
High School Musical 2: Work This Out!,1.15,0.5,0.52,0.1299999999999999,DS,Misc,Disney Interactive Studios,Artificial Mind and Movement,2008-04-15
Big Mutha Truckers,1.15,0.6499999999999999,0.39,0.10999999999999988,"DS, GBA, GC, PC, PS2, XB",Racing,THQ,Eutechnyx,2003-06-16
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,1.15,0.81,0.22,0.11999999999999988,"DS, PS2",Action,THQ,Incinerator Studios,2008-10-20
Ford Racing 2,1.15,0.6,0.41000000000000003,0.1399999999999999,"PC, PS2, XB",Racing,Gotham Games,Razorworks Studios,2003-10-28
Dynasty Warriors 7,1.15,0.41725663716814154,0.20353982300884954,0.5292035398230088,"PS3, X360",Action,Tecmo Koei,Omega Force,2011-03-22
Doraemon,1.15,0.0,0.0,1.15,"GB, NES",Action,Hudson Soft,Hudson Soft,1986-12-12
Puyo Puyo Sun Ketteiban,1.15,0.006838990994729374,0.0031610090052704124,1.1400000000000001,PS,Puzzle,Compile,Compile,1997-11-27
Worldwide Soccer Manager 2009,1.15,0.0,1.15,0.0,PC,Simulation,Sega,Sports Interactive,2008-11-18
Hitman: Contracts,1.1400000000000001,0.65,0.38,0.1100000000000001,"PC, PS2, XB",Shooter,Eidos Interactive,IO Interactive,2004-04-20
